Production tag;JIRA tickets;Anchor productions;Anchor pass;Collision system;Energy;Run list;Comment;Requester;PWG;PAG;Production status;Requested events;Generated events;Output size;Run time;Saving time;First seen;Last seen
LHC15l2b2;ALIROOT-6451;, LHC12i;;p-p;8000.0;176661, 176701, 176704, 176715, 176730, 176749, 176752, 176753, 176849, 176854, 176859, 176924, 176926, 176927, 176929, 177011, 177157, 177160, 177167, 177173, 177182, 177597, 177601, 177612, 177620, 177624, 177671, 177798, 177799, 177804, 177858, 177860, 177861, 177869, 177938, 177942, 178163, 179569, 179571, 179584, 179585, 179591, 179618, 179621, 179639, 179796, 179802, 179803, 179858, 179859, 179916, 179917, 179918, 179919, 179920, 180000, 180042, 180044, 180127, 180129, 180130, 180131, 180132, 180133, 180195, 180199, 180200, 180201, 180230, 180500, 180501, 180510, 180515, 180517, 180561, 180562, 180564, 180567, 180569, 180716, 180717, 180719, 180720, 182017, 182018, 182022, 182023, 182106, 182110, 182111, 182207, 182289, 182295, 182297, 182299, 182300, 182302, 182322, 182323, 182324, 182325, 182624, 182635, 182684, 182687, 182691, 182692, 182724, 182725, 182728, 182729, 182730, 182740, 182741, 182744, 183913, 183916, 184127, 184132, 184135, 184137, 184138, 184188, 184208, 184209, 184215, 184371, 184673, 184678, 184682, 184687, 184784, 184786, 185029, 185031, 185116, 185126, 185127, 185132, 185134, 185157, 185160, 185164, 185189, 185196, 185198, 185203, 185206, 185208, 185217, 185221, 185282, 185284, 185288, 185289, 185291, 185292, 185293, 185296, 185299, 185300, 185302, 185303, 185349, 185350, 185351, 185356, 185359, 185360, 185361, 185362, 185363, 185371, 185375, 185457, 185461, 185465, 185474, 185563, 185565, 185574, 185575, 185578, 185580, 185581, 185582, 185583, 185588, 185589, 185680, 185687, 185695, 185697, 185698, 185699, 185701, 185734, 185735, 185738, 185756, 185757, 185764, 185765, 185768, 185775, 185776, 185778, 185784, 185909, 185912, 186162, 186163, 186164, 186165, 186167, 186200, 186205, 186208, 186229, 186318, 186319, 186320, 186365, 186385, 186386, 186387, 186388, 186389, 186428, 186429, 186453, 186459, 186460, 186507, 186508, 186511, 186514, 186598, 186601, 186602, 186668, 186690, 186692, 186807, 186809, 186815, 186838, 186844, 186845, 186851, 186853, 186857, 186937, 186938, 186965, 186966, 186967, 186969, 186987, 186989, 186990, 186992, 187047, 187084, 187136, 187143, 187149, 187150, 187151, 187152, 187201, 187202, 187203, 187339, 187340, 187341, 187343, 187484, 187485, 187486, 187487, 187488, 187489, 187508, 187510, 187536, 187537, 187560, 187561, 187623, 187624, 187627, 187633, 187656, 187695, 187697, 187698, 187739, 187749, 187753, 187785, 187791, 187796, 187849, 188093, 188101, 188440, 188442, 188443, 188444, 188446, 188447, 188448, 188449, 188454, 188455, 188490, 188499, 188500, 188503, 189122, 189146, 189147, 189183, 189228, 189229, 189246, 189301, 189306, 189310, 189315, 189316, 189340, 189341, 189344, 189347, 189350, 189351, 189352, 189353, 189396, 189397, 189400, 189402, 189406, 189407, 189409, 189410, 189411, 189412, 189473, 189474, 189518, 189522, 189523, 189526, 189577, 189578, 189602, 189603, 189605, 189610, 189611, 189612, 189616, 189621, 189623, 189647, 189648, 189650, 189654, 189656, 189658, 189659, 189696, 189697, 189698, 189729, 189734, 189735, 189736, 189737, 190150, 190209, 190210, 190212, 190213, 190214, 190215, 190216, 190240, 190305, 190307, 190335, 190336, 190337, 190338, 190340, 190344, 190345, 190386, 190388, 190389, 190390, 190392, 190393, 190416, 190417, 190418, 190419, 190421, 190422, 190424, 190425, 190895, 190903, 190904, 190905, 190968, 190970, 190974, 190975, 190979, 190981, 190983, 190984, 191129, 191225, 191227, 191229, 191230, 191231, 191232, 191234, 191242, 191244, 191245, 191247, 191248, 191449, 191450, 191451, 192004, 192072, 192073, 192075, 192095, 192128, 192136, 192140, 192141, 192172, 192174, 192177, 192194, 192196, 192197, 192199, 192200, 192201, 192202, 192205, 192246, 192342, 192344, 192347, 192348, 192415, 192417, 192453, 192461, 192468, 192471, 192492, 192499, 192505, 192510, 192534, 192535, 192542, 192548, 192551, 192688, 192707, 192708, 192709, 192729, 192731, 192732, 192772, 192775, 192778, 192779, 192820, 192822, 192824, 193004, 193005, 193007, 193008, 193010, 193011, 193014, 193047, 193049, 193051, 193092, 193093, 193094, 193097, 193148, 193150, 193151, 193152, 193155, 193156, 193184, 193187, 193188, 193189, 193192, 193194, 193750, 193751, 193752, 193757, 193758, 193759, 193760, 193766;HF-forced, for HFE analyses anchored to LHC12[a-i];;PWGHF;;;;22869000;11713371863806;786282.4;5084.561;1453153070;1453469756
LHC15j1a;ALIROOT-6387;LHC15i;? pass1;p-p;13000.0;235898, 236138, 236150, 236163;additional check pileup tagging performance;;PWGLF;;;;671120;7493423958431;238193.34;3250.3298;1469385101;1469645876
LHC15l1b2;ALIROOT-6471;LHC15n;? pass1;p-p;5020.0;244340, 244343, 244351, 244355, 244359, 244364, 244377;PYTHIA6 Perugia-2011 HLT clusters on, LHC15n anchors;;Common production;;;;30001030;18954682103138;719729.75;12007.166;1452283738;1454729800
LHC15l1a2;ALIROOT-6471;LHC15n;? pass1;p-p;5020.0;244340, 244343, 244351, 244355, 244359, 244364, 244377;PYTHIA8 Monash-2013 HLT clusters on, LHC15n anchors;;Common production;;;;29962590;22389361978166;743668.8;12523.324;1452283025;1454766014
LHC16a1h;ALIROOT-6447;LHC12h;? pass2;p-p;8000.0;189122;PYTHIA HF enriched anchored to pass2 reconstruction of;;PWGHF;;;;2544750;2045215845733;73278.945;1188.4059;1466106799;1467332460
LHC16a1g;ALIROOT-6447;LHC12g;? pass2;p-p;8000.0;188503;PYTHIA HF enriched anchored to pass2 reconstruction of;;PWGHF;;;;489500;400632350219;13984.733;130.36528;1466106842;1467033936
LHC16a1f;ALIROOT-6447;LHC12f;? pass2;p-p;8000.0;188123;PYTHIA HF enriched anchored to pass2 reconstruction of;;PWGHF;;;;1792250;1454040803552;52713.613;651.6414;1466106879;1467309530
LHC16a1c;ALIROOT-6447;LHC12c;? pass2;p-p;8000.0;179796, 179802, 179803, 179858, 179859, 179916, 179917, 179918, 179919, 179920, 180000, 180042, 180044, 180127, 180129, 180130, 180131, 180132, 180133, 180230, 180500, 180501, 180510, 180515, 180517, 180561, 180562, 180564, 180567, 180569, 180716, 180717, 180719, 180720, 182017, 182018, 182022, 182023, 182106, 182110, 182111, 182207, 182289, 182295, 182297, 182299, 182300, 182302, 182322, 182323, 182324, 182325, 182624, 182635, 182684, 182687, 182691, 182692;PYTHIA HF enriched anchored to pass2 reconstruction of;;PWGHF;;;;2286750;1921826854190;68344.586;697.68286;1467100446;1467305590
LHC15k1_plus21;ALIROOT-6359;LHC15o;? pass1;Pb-Pb;5020.0;244975, 244980, 244982, 244983, 245064, 245066, 245068, 246390, 246391, 246392;additional 2 HIJING min.bias, LHC15x anchors;;;;;;54165;2230667585703;59719.08;1124.0808;1451517798;1451861541
LHC15k5b2;ALIROOT-6449;LHC15f;? uncalibrated_pass1;p-p;13000.0;226591, 226593, 226596, 226600, 226602, 226603, 226605, 226606;new HF-forced, for HFE analyses, pass2;;PWGHF;;;;11166900;14400326087938;536651.7;4430.7354;1455549653;1457331713
LHC15l1b;ALIROOT-6471;LHC15n;? pass1;p-p;5020.0;244340, 244351;PYTHIA6 Perugia-2011, LHC15n anchors;;Common production;;;;2588450;1646748900840;75826.125;833.7148;1449057558;1449651587
LHC15l1a;ALIROOT-6471;LHC15n;? pass1;p-p;5020.0;244340, 244351;PYTHIA8 Monash-2013, LHC15n anchors;;Common production;;;;2586700;1942173822927;78612.234;819.1567;1449057307;1449621243
LHC15k5b;ALIROOT-6449;LHC15f;? uncalibrated_pass1;p-p;13000.0;225000, 225011, 225016, 225026, 225031, 225035, 225037, 225041, 225043, 225050, 225051, 225052, 225106, 225305, 225307, 225309, 225310, 225313, 225314, 225315, 225322, 225576, 225578, 225579, 225580, 225582, 225586, 225587, 225589, 225609, 225611, 225705, 225707, 225708, 225709, 225710, 225716, 225717, 225719, 225753, 225757, 225762, 225763, 225766, 225768, 226062, 226170, 226175, 226176, 226177, 226183, 226208, 226210, 226212, 226217, 226220, 226225, 226444, 226445, 226452, 226466, 226468, 226472, 226476, 226483, 226495, 226500, 226532, 226543, 226551, 226554, 226569, 226573, 226591, 226593, 226596, 226600, 226602, 226603, 226605, 226606;HF-forced, for HFE analyses, pass2;;PWGHF;;;;11020500;14464490327768;520347.12;3169.415;1451063320;1451398674
LHC15k5a;ALIROOT-6449;LHC15f;? uncalibrated_pass1;p-p;13000.0;225000, 225011, 225016, 225026, 225031, 225035, 225037, 225041, 225043, 225050, 225051, 225052, 225106, 225305, 225307, 225309, 225310, 225313, 225314, 225315, 225322, 225576, 225578, 225579, 225580, 225582, 225586, 225587, 225705, 225707, 225708, 225709, 225710, 225716, 225717, 225719, 225753, 225757, 225762, 225763, 225766, 225768, 226062, 226170, 226220, 226225, 226444, 226445, 226452, 226466, 226468, 226472, 226476, 226483, 226495, 226500;HF-forced, for D2H analyses, pass2;;PWGHF;;;;7795650;9051804129444;334832.3;2098.42;1451063357;1451353540
LHC15g3a3;ALIROOT-6232;LHC15f;? pass2;p-p;13000.0;225000, 225011, 225016, 225026, 225031, 225035, 225037, 225041, 225043, 225050, 225051, 225052, 225106, 225305, 225307, 225309, 225310, 225313, 225314, 225315, 225322, 225576, 225578, 225579, 225580, 225582, 225586, 225587, 225705, 225707, 225708, 225709, 225710, 225716, 225717, 225719, 225753, 225757, 225762, 225763, 225766, 225768, 226062, 226170, 226220, 226225, 226444, 226445, 226452, 226466, 226468, 226472, 226476, 226483, 226495, 226500;again PYTHIA8 Monash-2013;;Common production;;;;68191200;70457914462619;2.605626e+06;18809.506;1448482499;1451130294
LHC15g3c3;ALIROOT-6170;LHC15f;? pass2;p-p;13000.0;225000, 225011, 225016, 225026, 225031, 225035, 225037, 225041, 225043, 225050, 225051, 225052, 225106, 225305, 225307, 225309, 225310, 225313, 225314, 225315, 225322, 225576, 225578, 225579, 225580, 225582, 225586, 225587, 225705, 225707, 225708, 225709, 225710, 225716, 225717, 225719, 225753, 225757, 225762, 225763, 225766, 225768, 226062, 226170, 226220, 226225, 226444, 226445, 226452, 226466, 226468, 226472, 226476, 226483, 226495, 226500;again PYTHIA6(Perugia-2011) min.bias;;Common production;;;;68153600;55670215635804;2.6009882e+06;16756.719;1448482489;1456622019
LHC15k3;ALIROOT-6439;;;p-p;7000.0;114786, 115186;GEANT4 general-purpose Monte Carlo corresponding to Pass 4 of 2010 RAW;;Common production;;;;35700;14068184549;2971.022;7.8033323;1448559884;1450340115
LHC15k2;ALIROOT-6410;;;p-Pb;;195568;simulation with fastgen for Lc->K0S+p for multivariate analysis;;PWGHF;;;;3215250;2779639183399;194254.16;867.63464;1448389820;1449050966
LHC15h2i;ALIROOT-6180;LHC12i;? pass2;p-p;8000.0;193092, 193093, 193094, 193097, 193148, 193150, 193151, 193152, 193155, 193156, 193184, 193187, 193188, 193189, 193192, 193194;PHOJET minimum bias, pass2;;Common production;;;;5568150;1957079266520;121097.85;726.12195;1448605642;1450322166
LHC15h2h;ALIROOT-6180;LHC12h;? pass2;p-p;8000.0;192417, 192453, 192461, 192468, 192471, 192492, 192499, 192505, 192510, 192535, 192542, 192548, 192551, 192729, 192731, 192732;PHOJET minimum bias, pass2;;Common production;;;;84982100;29122486414585;1.8440949e+06;11541.953;1448619174;1450551750
LHC15h2g;ALIROOT-6180;LHC12g;? pass2;p-p;8000.0;188440, 188442, 188443, 188444, 188446, 188447, 188448, 188449, 188454, 188455, 188490, 188499, 188500, 188503;PHOJET minimum bias, pass2;;Common production;;;;15523550;5552123073115;335927.66;2007.5583;1448605645;1449016319
LHC15h2f;ALIROOT-6180;LHC12f;? pass2;p-p;8000.0;187627, 187633, 187656, 187695, 187697, 187698, 187739, 187749, 187753, 187783, 187785, 187791, 187796, 187849, 188093, 188101;PHOJET minimum bias, pass2;;Common production;;;;59018750;21009191136629;1.3475061e+06;6334.8516;1448607488;1450912231
LHC15h2e;ALIROOT-6180;LHC12e;? pass2;p-p;8000.0;186511, 186514, 186598, 186601, 186602;PHOJET minimum bias, pass2;;Common production;;;;625450;219739420296;14239.151;96.37918;1448605643;1449005322
LHC15h2d;ALIROOT-6180;LHC12d;? pass2;p-p;8000.0;186208, 186229, 186318, 186319, 186320;PHOJET minimum bias, pass2;;Common production;;;;74567500;26949851834202;1.6581709e+06;9012.766;1448605641;1451086431
LHC15h2c;ALIROOT-6180;LHC12c;? pass2;p-p;8000.0;182729, 182730, 182740, 182741, 182744;PHOJET minimum bias, pass2;;Common production;;;;56523600;20452524222101;1.2377512e+06;7257.239;1448605639;1450266452
LHC15h2b;ALIROOT-6180;LHC12b;? pass2;p-p;8000.0;177938, 177942, 178163, 178167;PHOJET minimum bias, pass2;;Common production;;;;66280550;23603329780037;1.4724829e+06;7146.4243;1448621250;1449969284
LHC15h1i;ALIROOT-6180;LHC12i;? pass2;p-p;8000.0;192772, 192775, 192778, 192779, 192820, 192822, 192824, 193004, 193005, 193007, 193008, 193010, 193011, 193014, 193047, 193049, 193051, 193092, 193093, 193094, 193097, 193148, 193150, 193151, 193152, 193155, 193156, 193184, 193187, 193188, 193189, 193192, 193194;Pythia 8 minimum bias, pass2;;Common production;;;;5713400;2305472622392;137130.56;756.2464;1446154629;1446502095
LHC15h1h;ALIROOT-6180;LHC12h;? pass2;p-p;8000.0;190417, 190418, 190419, 190421, 190422, 190424, 190425, 190895, 190898, 190903, 190904, 190905, 190968, 190970, 190974, 190975, 190979, 190981, 190983, 190984, 191129, 191225, 191227, 191229, 191230, 191231, 191232, 191234, 191242, 191244, 191245, 191247, 191248, 191449, 191450, 191451, 192004, 192072, 192073, 192075, 192095, 192128, 192136, 192140, 192141, 192172, 192174, 192177, 192194, 192196, 192197, 192199, 192200, 192201, 192202, 192205, 192246, 192344, 192347, 192348, 192349, 192415, 192417, 192453, 192461, 192468, 192471, 192492, 192499, 192505, 192510, 192535, 192542, 192548, 192551, 192729, 192731, 192732;Pythia 8 minimum bias, pass2;;Common production;;;;86845500;34276440198756;1.9908911e+06;10621.9795;1446154630;1450131322
LHC15h1g;ALIROOT-6180;LHC12g;? pass2;p-p;8000.0;188440, 188442, 188443, 188444, 188446, 188447, 188448, 188449, 188454, 188455, 188490, 188499, 188500, 188503;Pythia 8 minimum bias, pass2;;Common production;;;;15664950;6412685253812;363617.3;3939.0889;1446152720;1446424826
LHC15h1f;ALIROOT-6180;LHC12f;? pass2;p-p;8000.0;186814, 186815, 186816, 186838, 186843, 186844, 186845, 186851, 186853, 186855, 186857, 186859, 186937, 186938, 186939, 186965, 186966, 186967, 186969, 186987, 186989, 186990, 186992, 186994, 187047, 187084, 187136, 187143, 187145, 187146, 187147, 187148, 187149, 187150, 187151, 187152, 187201, 187202, 187203, 187339, 187340, 187341, 187343, 187484, 187485, 187486, 187487, 187488, 187489, 187508, 187510, 187536, 187537, 187560, 187561, 187562, 187623, 187624, 187627, 187633, 187656, 187695, 187697, 187698, 187739, 187749, 187753, 187783, 187785, 187791, 187796, 187849, 188093, 188101;Pythia 8 minimum bias, pass2;;Common production;;;;60609850;24711927924877;1.4223669e+06;8280.012;1446148920;1449988783
LHC15h1e;ALIROOT-6180;LHC12e;? pass2;p-p;8000.0;186385, 186428, 186429, 186453, 186456, 186459, 186460, 186507, 186508, 186511, 186514, 186598, 186601, 186602;Pythia 8 minimum bias, pass2;;Common production;;;;627550;252461259771;14624.925;172.92834;1446154628;1446393121
LHC15h1d;ALIROOT-6180;LHC12d;? pass2;p-p;8000.0;185563, 185565, 185567, 185569, 185574, 185575, 185578, 185580, 185581, 185582, 185583, 185588, 185589, 185659, 185680, 185687, 185695, 185697, 185698, 185699, 185701, 185734, 185735, 185738, 185756, 185757, 185764, 185765, 185768, 185775, 185776, 185778, 185784, 185909, 185912, 185916, 186000, 186003, 186006, 186007, 186009, 186011, 186038, 186066, 186073, 186078, 186079, 186082, 186083, 186084, 186162, 186163, 186164, 186165, 186167, 186200, 186205, 186208, 186229, 186318, 186319, 186320;Pythia 8 minimum bias, pass2;;Common production;;;;76011950;31520274822099;1.8123084e+06;8338.468;1446154620;1449653407
LHC15h1c;ALIROOT-6180;LHC12c;? pass2;p-p;8000.0;179618, 179621, 179638, 179639, 179794, 179796, 179802, 179803, 179806, 179837, 179839, 179858, 179859, 179916, 179917, 179918, 179919, 179920, 180000, 180042, 180044, 180127, 180129, 180130, 180131, 180132, 180133, 180195, 180199, 180200, 180201, 180230, 180500, 180501, 180507, 180510, 180512, 180515, 180517, 180561, 180564, 180566, 180567, 180569, 180716, 180717, 180719, 180720, 181617, 181618, 181619, 181620, 181652, 181694, 181698, 181701, 181703, 182017, 182018, 182022, 182023, 182106, 182110, 182111, 182207, 182289, 182295, 182297, 182299, 182300, 182302, 182322, 182323, 182324, 182325, 182508, 182509, 182513, 182624, 182635, 182684, 182686, 182687, 182691, 182692, 182724, 182725, 182728, 182729, 182730, 182740, 182741, 182744;Pythia 8 minimum bias, pass2;;Common production;;;;57359750;23851300523550;1.4072719e+06;6306.217;1446154627;1449486111
LHC15h1b;ALIROOT-6180;LHC12b;? pass2;p-p;8000.0;177805, 177858, 177860, 177861, 177864, 177866, 177868, 177869, 177938, 177942, 178163, 178167;Pythia 8 minimum bias, pass2;;Common production;;;;66572800;27216521038769;1.6193735e+06;12322.12;1446156519;1449388771
LHC15i2e;ALIROOT-6272;LHC10e;? pass4;p-p;7000.0;128366, 128452, 128486, 128494, 128495, 128498, 128503, 128504, 128505, 128506, 128582, 128590, 128592, 128594, 128596, 128605, 128609, 128611, 128615, 128621, 128677, 128678, 128777, 128778, 128819, 128820, 128823, 128824, 128833, 128834, 128835, 128836, 128843, 128850, 128853, 128855, 128913, 129042, 129512, 129513, 129514, 129515, 129516, 129519, 129520, 129521, 129523, 129524, 129525, 129527, 129528, 129536, 129540, 129586, 129587, 129599, 129639, 129641, 129647, 129650, 129651, 129652, 129653, 129659, 129666, 129723, 129725, 129726, 129729, 129734, 129735, 129736, 129738, 129742, 129744, 129959, 129960, 129961, 129962, 129966, 129983, 130149, 130151, 130157, 130158, 130168, 130172, 130178, 130342, 130343, 130354, 130356, 130358, 130360, 130375, 130479, 130480, 130481, 130517, 130519, 130520, 130524, 130526, 130601, 130608, 130609, 130620, 130621, 130623, 130628, 130696, 130704, 130793, 130795, 130798, 130799, 130802, 130803, 130804, 130834, 130840, 130842, 130844, 130847, 130848, 130850;Pythia6 (Perugia2011), data (pass 4), for D mesons in jets analysis;;PWGHF;;;;11529200;10275093796763;396503.3;3123.6362;1446941381;1447730093
LHC15i2d;ALIROOT-6272;LHC10d;? pass4;p-p;7000.0;122374, 122375, 124751, 125023, 125083, 125085, 125097, 125100, 125101, 125133, 125134, 125139, 125140, 125156, 125186, 125295, 125296, 125628, 125630, 125632, 125633, 125842, 125843, 125844, 125847, 125848, 125849, 125850, 125851, 125855, 126004, 126007, 126008, 126073, 126078, 126081, 126082, 126088, 126090, 126097, 126158, 126160, 126167, 126168, 126283, 126284, 126285, 126350, 126351, 126352, 126359, 126403, 126404, 126405, 126406, 126407, 126408, 126409, 126422, 126424, 126425, 126432;Pythia6 (Perugia2011), data (pass 4), for D mesons in jets analysis;;PWGHF;;;;10951000;9809266854914;374743.1;2447.8477;1446472216;1447006061
LHC15i2c;ALIROOT-6272;LHC10c;? pass4;p-p;7000.0;118506, 118507, 118512, 118518, 118556, 118558, 118560, 118561, 119159, 119161, 119163, 119841, 119842, 119844, 119845, 119846, 119849, 119853, 119856, 119859, 119862, 120067, 120069, 120072, 120073, 120076, 120079, 120244, 120503, 120504, 120505, 120616, 120617, 120671, 120741, 120750, 120758, 120820, 120821, 120822, 120823, 120824, 120825, 120829, 121039, 121040;Pythia6 (Perugia2011), data (pass 4), for D mesons in jets analysis;;PWGHF;;;;5455800;4829025730327;188065.36;1545.6552;1446139332;1446653581
LHC15i2b;ALIROOT-6272;LHC10b;? pass4;p-p;7000.0;114786, 114798, 114918, 114920, 114924, 114930, 114931, 115186, 115193, 115310, 115318, 115322, 115328, 115335, 115345, 115393, 115399, 115401, 115414, 115521, 116079, 116081, 116102, 116288, 116402, 116403, 116562, 116571, 116574, 116643, 116645, 117048, 117050, 117052, 117053, 117059, 117060, 117063, 117092, 117099, 117109, 117112, 117116, 117220, 117222;Pythia6 (Perugia2011), data (pass 4), for D mesons in jets analysis;;PWGHF;;;;1861800;1624455538471;62119.94;804.30884;1444911911;1445385353
LHC15g5b;ALIROOT-6151;LHC13b;? pass4;p-Pb;5020.0;195344, 195346, 195351, 195389, 195390, 195391, 195478, 195479, 195480, 195481, 195482, 195483;HIJING, with shadowing;;PWGDQ;;;;44135000;1567134366133;734.3525;427.68558;1442754874;1442783437
LHC15g3c2;ALIROOT-6170;LHC15f;? pass2;p-p;13000.0;226062;2nd PYTHIA6(Perugia-2011) min.bias;;Common production;;;;4338600;3543164240542;175421.64;1381.4832;1442051377;1442241991
LHC15g3a2;ALIROOT-6232;LHC15f;? pass2;p-p;13000.0;226062;2nd PYTHIA8 Monash-2013;;Common production;;;;4305800;4450106697286;180985.83;1460.9702;1442051361;1442245070
LHC15h2a;ALIROOT-6180;LHC12a;? pass2;p-p;8000.0;176926, 176927, 176929, 177011, 177049, 177073, 177074, 177118, 177148, 177150, 177153, 177157, 177159, 177160, 177167, 177173, 177180, 177182;PHOJET minimum bias, pass2;;Common production;;;;64907150;22883285802111;1.5037379e+06;7148.192;1448621250;1450236827
LHC15h1a1;ALIROOT-6180;LHC12a;? pass2;p-p;8000.0;176701, 176704, 176715, 176729, 176730, 176749, 176752, 176753, 176849, 176854, 176859, 176924, 176926, 176927, 176929, 177011, 177049, 177073, 177074, 177118, 177148, 177150, 177153, 177157, 177159, 177160, 177167, 177173, 177180, 177182;Pythia 8 minimum bias anchored to LHC12[a-d] pass2;;Common production;;;;66259200;26782946440255;1.5393598e+06;16786.44;1444949503;1445358026
LHC15g6f;ALIROOT-6205;LHC10f;? pass4;p-p;7000.0;133969, 133982, 134198, 134297;Pythia Perugia-2011 jet-jet anchored in, data, pass4;;PWGJE;;;;33212650;36448459424269;2.1874185e+06;24354.666;1447660382;1449169196
LHC15g6e;ALIROOT-6205;LHC10e;? pass4;p-p;7000.0;130798, 130799, 130834, 130840, 130842, 130844, 130847, 130848, 130850;Pythia Perugia-2011 jet-jet anchored in, data, pass4;;PWGJE;;;;99758500;92452469599294;2.9832742e+06;14896.265;1446943773;1449839587
LHC15g6d;ALIROOT-6205;LHC10d;? pass4;p-p;7000.0;126424, 126425, 126432;Pythia Perugia-2011 jet-jet anchored in, data, pass4;;PWGJE;;;;93242000;86579223253156;2.852709e+06;14661.612;1446472222;1447172100
LHC15g6c;ALIROOT-6205;LHC10c;? pass4;p-p;7000.0;120824, 120825, 120829, 121039, 121040;Pythia Perugia-2011 jet-jet anchored in, data, pass4;;PWGJE;;;;46239500;40876065552683;1.3317534e+06;10335.226;1445984099;1446690944
LHC15g6b;ALIROOT-6205;LHC10b;? pass4;p-p;7000.0;117116, 117220, 117222;Pythia Perugia-2011 jet-jet anchored in, data, pass4;;PWGJE;;;;17082000;16006783007633;599418.06;5161.8096;1444911912;1445472920
LHC15g3b2;ALIROOT-6233;LHC15f;? pass2;p-p;13000.0;225000, 225011, 225016, 225026, 225031, 225035, 225037, 225041, 225043, 225050, 225051, 225052, 225106, 225305, 225307, 225309, 225310, 225313, 225314, 225315, 225322, 225576, 225578, 225579, 225580, 225582, 225586, 225587, 225705, 225707, 225708, 225709, 225710, 225716, 225717, 225719, 225753, 225757, 225762, 225763, 225766, 225768, 226062, 226170, 226220, 226225, 226444, 226445, 226452, 226466, 226468, 226472, 226476, 226483, 226495, 226500;Strangeness enhanced - Omega, Pythia6(Perugia2011);;PWGLF;;;;2892000;4006462848498;149183.05;1158.4575;1444911939;1445180150
LHC15g3b1;ALIROOT-6233;LHC15f;? pass2;p-p;13000.0;225000, 225011, 225016, 225026, 225031, 225035, 225037, 225041, 225043, 225050, 225051, 225052, 225106, 225305, 225307, 225309, 225310, 225313, 225314, 225315, 225322, 225576, 225578, 225579, 225580, 225582, 225586, 225587, 225705, 225707, 225708, 225709, 225710, 225716, 225717, 225719, 225753, 225757, 225762, 225763, 225766, 225768, 226062, 226170, 226220, 226225, 226444, 226445, 226452, 226466, 226468, 226472, 226476, 226483, 226495, 226500;Strangeness enhanced - Xi, Pythia6(Perugia2011);;PWGLF;;;;2887800;3966228612693;138184.31;1483.0033;1444911913;1445208383
LHC15g5;ALIROOT-6151;LHC13b;? pass4;p-Pb;5020.0;195344, 195346, 195351, 195389, 195390, 195391, 195478, 195479, 195480, 195481, 195482, 195483;HIJING;;PWGDQ;;;;43060500;1152914728414;3534.4492;375.86618;1438209636;1438291167
LHC15g4b;ALIROOT-6186;LHC13f;? emcal_tofrecpoints;p-Pb;5020.0;196474, 196475, 196477, 196528, 196533, 196535, 196563, 196564, 196566, 196568, 196601, 196605, 196608, 196646, 196648, 196701, 196702, 196703, 196706, 196714, 196720, 196721, 196722, 196772, 196773, 196774, 196869, 196870, 196874, 196876, 196965, 196967, 196972, 196973, 196974, 197003, 197011, 197012, 197015, 197027, 197031, 197089, 197090, 197091, 197092, 197094, 197098, 197099, 197138, 197139, 197142, 197143, 197144, 197145, 197147, 197148, 197149, 197150, 197152, 197153, 197184, 197189, 197247, 197248, 197254, 197255, 197256, 197258, 197260, 197296, 197297, 197298, 197299, 197300, 197302, 197341, 197342, 197348, 197349, 197351, 197386, 197387, 197388;STARLIGHT, rho(1720)->4pi;;PWGUD;;;;2064500;331029411615;33570.16;565.33124;1438093624;1438177945
LHC15g4a;ALIROOT-6186;LHC13b;? pass4;p-Pb;5020.0;195344, 195346, 195351, 195389, 195391;STARLIGHT, rho(1720)->4pi;;PWGUD;;;;125000;21641777304;1701.7651;31.952778;1437325779;1437363714
LHC15g2;ALIROOT-6126;LHC13g;? pass1;p-p;2760.0;197471, 197496;Pythia 8 minimum bias;Baldo Sahlmuller;PWGGA;;;50000000;54026400;17814640153040;1.0921521e+06;15720.999;1437132595;1438999302
LHC15g1b;ALIROOT-6125;LHC11a;? pass4_with_SDD;p-p;2760.0;146804;Jet-Jet Pythia6, triggered on decay photons over EMCAL acceptance, triggerMinPt 3.5;Baldo Sahlmuller;PWGGA;;Running;20000000;102578000;66368744330905;2.9388295e+06;55054.04;1436361333;1437947363
LHC15g1a;ALIROOT-6125;LHC11a;? pass4_with_SDD;p-p;2760.0;146804;Jet-Jet Pythia6, no bias;Baldo Sahlmuller;PWGGA;;;8000000;154102200;103220254037968;4.3792345e+06;65409.72;1436361384;1442112728
LHC15f4;ALIROOT-6120;LHC15f;? uncalibrated_pass1;p-p;13000.0;225106, 225709;PYTHIA6-Perugia2011 min.bias, AD+V0 response;Cvetan Valeriev Cheshkov;;;;500000;1869000;1997575137339;28686.223;289.77838;1435737542;1442188915
LHC15a3a_plus;ALIROOT-5777;LHC13g;? pass1;p-p;2760.0;197584, 197669;Jet-Jet Pythia6, no bias, extra statistics;Gustavo Conesa Balbastre;PWGGA;;done;4000000;78686000;55208683543738;2.2556975e+06;25765.438;1435603870;1441306960
